audio/audio_0159_chunk_0005.flac	21.56	පුංචි හැඳින්වීමක් කරන්න ලෑස්ති වෙනවා මේ අපේ මාස හතෙන් උසස් පෙළ වාණිජ්‍ය හා කලා පාඨමාලාව පිළිබඳවයි හරි දරුවෝ ගොඩාක් ප්‍රශ්න අහලා තිබුණා මගෙන් වට්ස්ඇප් එකෙන් මම ඒ ප්‍රශ්න පුළුවන් තරම් පුතේ උත්තර දුන්නා නමුත් සමහර ගැටලුවලට මට උත්තර දෙන්න ඇත්තටම ප්‍රායෝගිකව වෙලාවක් නැහැ මොකද හේතුව මමත් ගුරුවරයෙක් නේ ඉතින් මම ගුරුවරයෙක් විදිහට මගේ අතින්
audio/audio_0159_chunk_0006.flac	5.63	සමහර කට්ටිය බලාපොරොත්තු වෙනවා මමම මේකට උත්තර දෙන්න ඕනේ රුවන් සර්ම මේකට උත්තර දෙන්න ඕනේ කියලා නැත්නම් අනිකුත්
audio/audio_0159_chunk_0007.flac	28.25	කලා කරන ගුරුවරුම උත්තර දෙන්න ඕනේ අපිට එහෙම අපහසුයි මොකද හේතුව අපි ටිකක් කාර්යබහුල තත්ත්වෙ ඉන්න ගුරුවරු මොකද අපි ඔන්ලයින් ගුරුවරු නෙමෙයි ප්‍රධාන වශයෙන් ගත්තොත් අපි ෆිසිකල් පන්ති කරන ගුරුවරු දැන් සමහරු ඉන්නවා පුතේ ඒගොල්ලො උදේ ඉඳලා රෑ වෙනකම් කැමරාවක් තියාගෙන නේද පරිගණකයක් ඉස්සරහට වෙලා ඔන්ලයින් පමණයි උගන්නන්නෙ නමුත් අපි එහෙම නෙමෙයි අපි මේ පාඨමාලාව සෑහෙන කාලයක් පවත්වන හා අදටත් සාර්ථකව පවත්වාගෙන එන ගුරුවරු විදිහට විශේෂයෙන්ම ෆිසිකල් ක්ලාසස්
audio/audio_0159_chunk_0009.flac	4.19	හැමදාමත් ප්‍රතිඵල බිහි කරලා තියෙන ගුරුවරු ඒක නිසා අපි අපිට අර
audio/audio_0159_chunk_0010.flac	5.76	ඔබේ සමහර සමහර දේවල් වලට දවල් කාලයේදී පිළිතුරු සැපයීම අපහසුයි පුතේ ගොඩක් වෙලාවට අපි
audio/audio_0159_chunk_0013.flac	8.8	    රජයේ ගණකාධිකාරීවරයෙක් රජයේ ගණකාධිකාරීවරයෙක් මම හිතන්නේ ඉන්ඩස්ට්‍රි එකේ තියෙන ලොකුම කොලිෆිකේෂන් හොඳම කොලිෆිකේෂන් එක තියෙන ගුරුවරයෙක් ගුරුවරයෙක් ඉතින්
audio/audio_0159_chunk_0015.flac	11.45	ප්‍රධාන අධ්‍යාපන වැඩසටහන් වලට ප්‍රධාන නාලිකාවල සහභාගී වීම දැන් අවුරුදු කිහිපයක සිටම නවතා දමා තියෙනවා අප්පේ මොකද හේතුව වෙලාව නැති නිසා හරි නේද හරි ඊළඟට
audio/audio_0159_chunk_0016.flac	16.92	අද දවසේ ගොඩාක් දරුවන්ට තියෙන ගැටලුවක් තමයි මොකක්ද මේ මාස හතෙන් උසස් පෙළ වාණිජ්‍ය උසස් පෙළ කලා පාඨමාලාව කියන්නේ කියන එක පුතේ සමහර දරුවෝ අම්මලා තාත්තලා කතා කරන විදිහෙන්ම තේරෙනවා ලොකු අර කුතුහලයකින් බයකින් චකිතයකින් ඉන්නවා
audio/audio_0159_chunk_0017.flac	10.01	ඇත්තටම මේක මා තාත්වයෙන් කරගන්න පුළුවන් වෙයිද මේක මේ මැජික් එකක්ද අත්හදා බැලීමක්ද නැත්නම් මේක මේ අපේ දරුවෝ අනාථ වෙන වැඩක්ද
audio/audio_0159_chunk_0020.flac	16.41	මේ වෙනකොට පුතේ හතු පිපෙනවා වගේ ලංකාවේ හැම තැනම කැමරාවක් හොයාගන්නවා පරිගණකයක් හොයාගන්නවා එක දුරකතනෙ නෑ ෆෝන් එකෙන් හරි කමක් නෑ පොඩි බෝඩ් එකක් මොකක් හරි අටවගන්නවා එක්ස්ප්‍රස් ක්ලාස් නේද මාස හයෙන් ක්ලාස් කියලා හැම තැනම පටන් අරගෙන තියෙනවා
audio/audio_0159_chunk_0022.flac	9.34	බහුතරයක් දරුවෝ දන්නවා පුතේ අපි මේ පාඨමාලාව පටන් ගත්තේ දෙදහස් පහ අවුරුද්දේ මගේ මේ පාඨමාලාව පටන් ගත්තේ දෙදහස් පහ අවුරුද්දේ ඒක බොහොම
audio/audio_0159_chunk_0023.flac	7.36	අහමු ආකාරයෙන් තමයි මටත් ගුරුවරයෙක් වෙන්න උක් සිද්ධ වුණේ මාත් එක්ක ඒ ලෙවල් කරපු මගේ යාළුවෝ තුන් දෙනෙක් උසස් පෙළ
audio/audio_0159_chunk_0025.flac	3.58	ඊට පස්සේ ඒ තුන්දෙනා ගොඩදාගන්න මොකක්හරි ක්‍රමවේදයක්
audio/audio_0159_chunk_0026.flac	12.7	මාස හයක් හතක් ඇතුළත සකස් කරගන්න සිද්ධ වුණා මගේ එකවුන්ට්ස් ගුරුවරයාට කියපුවාම එකවුන්ට්ස් ගුරුවරයා කැමති වුණා අපි එහෙම කරමු ඒක නායක කියලා කිව්වා හැබැයි ඉකොන් බීඑස් ගුරුවරු දෙන්නම කැමති වුණේ නැහැ
audio/audio_0159_chunk_0027.flac	9.92	වලට කැමති වුණේ නෑ ආපහු සැරයක් දෙවෙනි පාරක් අර තුන් හතර දෙනාට උගන්වන්න ඒකෙ ප්‍රතිඵලයක් විදිහට මගේ එකවුන්ට් ගුරුවරයා මට කිව්වා හරි මම එකවුන්ටින් එක කරලා දෙන්නම් ඒක නායක ඔයා
audio/audio_0159_chunk_0028.flac	6.49	ටිකෝන් එකයි බීඑස් එකයි කරන්නකෝ ඔයා දැන් කැම්පස් සිලෙක්ට් වෙලා තියෙනවනේ ලංකාවේ හොඳම ප්‍රතිඵලයක් අරගෙන ඔයා කැම්පස් සිලෙක්ට් වෙලා තියෙන්නේ
audio/audio_0159_chunk_0029.flac	15.0	ඔයා එක ඉකොන් එකයි බිස්නස් ස්ටඩි එකයි කරන්න කියලා ඉතින් එදා ඒ මගේ එකවුන්ට්ස් ගුරුවරයාගෙන් මගේම ගුරුවරයාගේ ආරාධනාවෙන් පටන් ගත්ත පුතේ පාඨමාලාව අද වෙනකොට ගුරුවරු සිය ගාණක් දරුවෝ දහස් ගාණක් ගොඩ යන පාඨමාලාවක් වෙලා තියෙනවා ගුරුවරු සිය ගාණක් ගොඩ යන
audio/audio_0159_chunk_0030.flac	18.24	දැන් සමහර ගුරුවරු ඉන්නවා පුතේ මගේම ආයතනයේ වැඩ කරපු ගුරුවරු හැමෝම නෙමෙයි සමහර ගුරුවරු ඉන්නවා මගේම ආයතනයේ වැඩ කරපු ගුරුවරු මම දැක්කා පෝස්ට් එකක් දාලා තියෙනවා මෙහෙම පටන් ගන්නවායි කියලා කිසිම කුහක කමක් තරහක් එහෙම නැහැ පුතේ හොඳේ මේක අපි පටන් ගත්තයි කියලා හැමදාම අපිම බදාගෙන ඉන්න ඕනේ කියලා එකකුත් නැහැ හොඳේ එහෙම එකක් නැහැ
audio/audio_0159_chunk_0032.flac	3.2	    දැන් මේ වාණිජ පාඨමාලාව දෙදහ පහේ පටන් ගත්තේ කිසිම කෙනෙක්
audio/audio_0159_chunk_0033.flac	10.14	හොඳේ දූ දහස් පහේදී පටන් ගත්තට මේකට ලොකු ප්‍රසිද්ධියක් තිබුණේත් නැහැ මම අපේ යාළුවෝ ටිකක් මේ දන්න කියන කට්ටිය තමා මේකට සෙට් වුණේ ඊට පස්සේ මේක ගොඩක් වෙලාවට දූ දහස් නවය
audio/audio_0159_chunk_0034.flac	5.79	තමන්ගේ පුතා අසනීපද පින්චුට්ටක් හිටියේ දෙදහස් නවය දහය වෙනකොට මේක ටිකක් ප්‍රචලිත වෙන්න පටන් ගත්තා
audio/audio_0159_chunk_0035.flac	6.72	මහරගම නගරයේ මේ නුගේගොඩ නගරයේ හැම ලයිට් කණුවකම වගේ අපි අලවගෙන ගියා පොඩි අර ඒ හතර ෂීට් එකක්
